Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE
526.25,52.325066,4.72751,-1.2,-4,319.4,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526.5,52.325085,4.727478,-1.2,-4,319.3,,,D 0.9,,,,,,5.1,,,,,,,318.2,,,,,,,,,,,,,,,,,
526.75,52.325108,4.727448,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,52.325127,4.72742,-1.2,-4,319.2,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.75,0.15,Display - IAS (1),23,45,E004 43.64,,
527.25,52.32515,4.727394,-1.2,-4,319.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527.5,52.325172,4.72737,-1.2,-4,319.2,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
527.75,52.325191,4.727349,-1.2,-4,319.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,52.325214,4.727327,-1.2,-4,319.2,,,D 0.9,,20.3,20.25,20.25,,5.2,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),23,45,,,
528.25,52.325233,4.727306,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528.5,52.325256,4.727284,-1.2,-4,319.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528.75,52.325279,4.727263,-1.2,-4,319.4,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,52.325298,4.727242,-1.2,-4,319.5,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),23,45,,,
529.25,52.325321,4.72722,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529.5,52.32534,4.727199,-1.2,-4,319.5,,76,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529.75,52.325363,4.727177,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,52.325386,4.727156,-1.2,-4,319.5,,,D 0.9,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,16.75,0.15,Display - IAS (1),23,45,,N52 19.49,
530.25,52.325405,4.727134,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530.5,52.325428,4.727113,-1.2,-4,319.5,,,D 0.9,,,,,,5.1,,,,,,,318.5,,,,,,,,,,,,,,,,,
530.75,52.325451,4.727089,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,52.32547,4.727064,-1.2,-4,319.5,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,120,16.75,0.15,Display - IAS (1),23,45,E004 43.62,,
531.25,52.325493,4.727036,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531.5,52.325516,4.727005,-1.2,-4,319.5,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
531.75,52.325535,4.726974,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,52.325558,4.726941,-1.2,-4,319.5,,,D 0.9,,20.3,20.13,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.75,0.15,Display - IAS (1),23,45,,,
532.25,52.325577,4.726909,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532.5,52.3256,4.726877,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532.75,52.325623,4.726845,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,52.325642,4.726812,-1.2,-4,319.5,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,356,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),23,45,,,
533.25,52.325665,4.72678,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533.5,52.325684,4.726748,-1.2,-4,319.5,,76,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533.75,52.325706,4.726716,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,52.325729,4.726684,-1.2,-4,319.5,,,D 0.9,58.75,,20.25,20.13,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),23,45,,N52 19.51,
534.25,52.325748,4.726652,-1.2,-4,319.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534.5,52.325771,4.726619,-1.2,-4,319.7,,,D 0.9,,,,,,5.2,,,,,,,318.5,,,,,,,,,,,,,,,,,
534.75,52.325794,4.726587,-1.2,-4,319.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,52.325813,4.726555,-1.2,-4,319.9,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,16.25,0.15,Display - IAS (1),23,45,E004 43.59,,
535.25,52.325836,4.726523,-1.2,-4,319.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535.5,52.325859,4.72649,-1.2,-4,319.9,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
535.75,52.325878,4.726459,-1.2,-4,319.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,52.325901,4.726426,-1.2,-4,319.9,,,D 0.7,,20.3,20.13,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,16,0.15,Display - IAS (1),23,45,,,
536.25,52.32592,4.726394,-1.2,-4,319.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536.5,52.325943,4.726362,-1.2,-4,319.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536.75,52.325966,4.72633,-1.2,-4,319.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,52.325985,4.726297,-1.2,-4,319.9,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,16,0.15,Display - IAS (1),22.5,45,,,
537.25,52.326008,4.726265,-1.2,-4,319.9,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537.5,52.326027,4.726233,-1.2,-4,319.9,,76,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537.75,52.32605,4.726201,-1.2,-4,319.9,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,52.326073,4.726169,-1.2,-4,319.9,,,D 0.5,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.8,,,16,0.15,Display - IAS (1),22.5,45,,N52 19.53,
538.25,52.326092,4.726137,-1.2,-4,319.9,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538.5,52.326115,4.726104,-1.2,-4,319.9,,,D 0.5,,,,,,5.2,,,,,,,318.9,,,,,,,,,,,,,,,,,
538.75,52.326138,4.726074,-1.2,-4,319.9,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,52.326157,4.726047,-1.2,-4,319.9,,,D 0.4,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,15.75,0.15,Display - IAS (1),22.5,45,E004 43.56,,
539.25,52.32618,4.726021,-1.2,-4,319.9,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539.5,52.326202,4.725997,-1.2,-4,319.9,,,D 0.4,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
539.75,52.326221,4.725976,-1.2,-4,319.9,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,52.326244,4.725954,-1.2,-4,319.9,,,D 0.4,,20.3,20.25,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,15.75,0.15,Display - IAS (1),22.5,45,,,
540.25,52.326263,4.725933,-1.2,-4,319.9,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.5,52.326286,4.725911,-1.2,-4,319.9,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.75,52.326309,4.72589,-1.2,-4,319.9,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,52.326328,4.725868,-1.2,-4,319.9,,0,D 0.5,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,15.75,0.15,Display - IAS (1),22,45,,,
541.25,52.326351,4.725847,-1.2,-4,319.8,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.5,52.32637,4.725825,-1.2,-4,319.7,,77,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.75,52.326393,4.725804,-1.2,-4,319.6,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,52.326416,4.725782,-1.2,-4,319.5,,,D 0.5,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,356,348,,,,,44.8,,,15.75,0.15,Display - IAS (1),22,45,,N52 19.55,
542.25,52.326435,4.725761,-1.2,-4,319.3,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.5,52.326458,4.725739,-1.2,-4,319.2,,,D 0.5,,,,,,5.1,,,,,,,318.2,,,,,,,,,,,,,,,,,
542.75,52.326481,4.725716,-1.2,-4,319,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,52.3265,4.72569,-1.2,-4,318.8,,,D 0.4,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,3488,,,44.8,,,16,0.15,Display - IAS (1),22,45,E004 43.54,,
543.25,52.326523,4.725662,-1.2,-4,318.6,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.5,52.326546,4.725632,-1.2,-4,318.5,,,D 0.4,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
543.75,52.326565,4.7256,-1.2,-4,318.3,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,52.326588,4.725568,-1.2,-4,318.1,,,D 0.4,,20.1,20.13,20.25,,5.2,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,16,0.15,Display - IAS (1),21.5,45,,,
544.25,52.326607,4.725536,-1.2,-4,317.9,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.5,52.32663,4.725503,-1.2,-4,317.8,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.75,52.326653,4.725471,-1.2,-4,317.6,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,52.326672,4.725439,-1.2,-4,317.4,,0,D 0.4,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,16,0.15,Display - IAS (1),21.5,45,,,
545.25,52.326694,4.725407,-1.2,-4,317.1,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.5,52.326714,4.725375,-1.2,-4,316.9,,77.5,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.75,52.326736,4.725343,-1.2,-4,316.6,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,52.326752,4.72531,-1.2,-4,316.3,,,D 0.2,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.8,,,16.25,0.15,Display - IAS (1),21.5,45,,N52 19.58,
546.25,52.326767,4.725278,-1.2,-4,316.1,,,D 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.5,52.326778,4.725246,-1.2,-4,315.8,,,D 0.4,,,,,,5.1,,,,,,,314.6,,,,,,,,,,,,,,,,,
546.75,52.32679,4.725216,-1.2,-4,315.6,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,52.326801,4.725188,-1.2,-4,315.3,,,D 0.4,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,3529,,,,44.8,,,16.25,0.15,Display - IAS (1),21,45,E004 43.51,,
547.25,52.326813,4.725163,-1.2,-4,315,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547.5,52.326824,4.725139,-1.2,-4,314.8,,,D 0.4,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
547.75,52.326836,4.725117,-1.2,-4,314.5,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,52.326843,4.725096,-1.2,-4,314.2,,,D 0.4,,20.1,20.13,20.25,,5.2,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),21,45,,,
548.25,52.326855,4.725074,-1.2,-4,314.1,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548.5,52.326866,4.725053,-1.2,-4,313.9,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548.75,52.326878,4.725031,-1.2,-4,313.7,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,52.326889,4.72501,-1.2,-4,313.5,,0,D 0.4,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),21,45,,,
549.25,52.326897,4.724988,-1.2,-4,313.4,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549.5,52.326908,4.724967,-1.2,-4,313.2,,78,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549.75,52.326923,4.724946,-1.2,-4,313,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,52.326935,4.724924,-1.2,-4,312.8,,,D 0.5,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),21,45,,N52 19.59,
550.25,52.326954,4.724903,-1.2,-4,312.7,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550.5,52.326973,4.724881,-1.2,-4,312.5,,,D 0.5,,,,,,5.1,,,,,,,311.1,,,,,,,,,,,,,,,,,
550.75,52.326996,4.724858,-1.2,-4,312.3,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,52.327015,4.724832,-1.2,-4,312.1,,,D 0.5,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,0,,44.9,,,16.75,0.15,Display - IAS (1),20.5,45,E004 43.49,,
551.25,52.327038,4.724804,-1.2,-4,312,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551.5,52.327057,4.724774,-1.2,-4,312,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
551.75,52.32708,4.724742,-1.2,-4,311.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,52.327103,4.72471,-1.2,-4,311.8,,,D 0.7,,20.3,20.13,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,,,
552.25,52.327122,4.724678,-1.2,-4,311.7,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552.5,52.327145,4.724645,-1.2,-4,311.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552.75,52.327168,4.724613,-1.2,-4,311.5,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,52.327187,4.724581,-1.2,-4,311.4,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,,,
553.25,52.327209,4.724549,-1.2,-4,311.3,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553.5,52.327232,4.724516,-1.2,-4,311.2,,78.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553.75,52.327251,4.724484,-1.2,-4,311.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,52.327267,4.724452,-1.2,-4,311.1,,,D 0.9,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,,N52 19.61,
554.25,52.327282,4.72442,-1.2,-4,311.1,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554.5,52.327293,4.724388,-1.2,-4,311.1,,,D 0.7,,,,,,5.1,,,,,,,310.1,,,,,,,,,,,,,,,,,
554.75,52.327305,4.724356,-1.2,-4,311.1,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,52.327316,4.724323,-1.2,-4,311.1,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,0,44.9,,,17,0.15,Display - IAS (1),20.5,45,E004 43.46,,
555.25,52.327328,4.724291,-1.2,-4,311.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555.5,52.327339,4.724259,-1.2,-4,311.2,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
555.75,52.327347,4.724227,-1.2,-4,311.3,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,52.327358,4.724195,-1.2,-4,311.4,,,D 0.9,,20.3,20.13,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,,,
556.25,52.32737,4.724163,-1.2,-4,311.5,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556.5,52.327381,4.72413,-1.2,-4,311.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556.75,52.327393,4.724098,-1.2,-4,311.7,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,52.327404,4.724066,-1.2,-4,311.8,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,,,
557.25,52.327412,4.724034,-1.2,-4,311.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557.5,52.327423,4.724001,-1.2,-4,312,,78.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557.75,52.327438,4.723969,-1.2,-4,312,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,52.32745,4.723937,-1.2,-4,312.1,,,D 0.9,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,17.25,0.15,Display - IAS (1),20.5,45,,N52 19.62,
558.25,52.327469,4.723905,-1.2,-4,312.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558.5,52.327488,4.723873,-1.2,-4,312.3,,,D 0.7,,,,,,5.1,,,,,,,311.5,,,,,,,,,,,,,,,,,
558.75,52.327511,4.723841,-1.2,-4,312.4,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,52.32753,4.723808,-1.2,-4,312.5,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,E004 43.42,,
559.25,52.327553,4.723776,-1.2,-4,312.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559.5,52.327576,4.723744,-1.2,-4,312.7,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
559.75,52.327595,4.723712,-1.2,-4,312.7,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,52.327618,4.72368,-1.2,-4,312.8,,,D 0.7,,20.1,20.13,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,,,
560.25,52.327637,4.723648,-1.2,-4,312.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560.5,52.32766,4.723615,-1.2,-4,313,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560.75,52.327682,4.723583,-1.2,-4,313.1,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,52.327702,4.723551,-1.2,-4,313.2,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,,,
561.25,52.327724,4.723519,-1.2,-4,313.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561.5,52.327744,4.723486,-1.2,-4,313.2,,78.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561.75,52.327766,4.723454,-1.2,-4,313.2,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,52.327782,4.723422,-1.2,-4,313.2,,,D 1.1,58.75,,20.25,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,17.25,0.15,Display - IAS (1),20.5,45,,N52 19.64,
562.25,52.327797,4.72339,-1.2,-4,313.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562.5,52.327808,4.723358,-1.2,-4,313.2,,,D 0.9,,,,,,5.1,,,,,,,312.2,,,,,,,,,,,,,,,,,
562.75,52.32782,4.723328,-1.2,-4,313.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,52.327831,4.7233,-1.2,-4,313.2,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17.25,0.15,Display - IAS (1),20.5,45,E004 43.39,,
563.25,52.327843,4.723274,-1.2,-4,313.1,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563.5,52.327854,4.72325,-1.2,-4,313,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
563.75,52.327866,4.723229,-1.2,-4,312.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,52.327873,4.723207,-1.2,-4,312.8,,,D 0.9,,20.3,20.25,20.13,,5.2,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17.25,0.15,Display - IAS (1),20.5,45,,,
564.25,52.327885,4.723186,-1.2,-4,312.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564.5,52.327896,4.723165,-1.2,-4,312.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564.75,52.327908,4.723143,-1.2,-4,312.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,52.327919,4.723122,-1.2,-4,312.8,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17.25,0.15,Display - IAS (1),20.5,45,,,
565.25,52.327927,4.7231,-1.2,-4,312.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565.5,52.327938,4.723079,-1.2,-4,313,,78.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565.75,52.32795,4.723057,-1.2,-4,313.1,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,52.327961,4.723036,-1.2,-4,313.2,,,D 0.9,58.75,,20.13,20.13,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,,N52 19.65,
566.25,52.327972,4.723014,-1.2,-4,313.4,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566.5,52.32798,4.722993,-1.2,-4,313.5,,,D 1.1,,,,,,5.1,,,,,,,312.5,,,,,,,,,,,,,,,,,
566.75,52.327991,4.72297,-1.2,-4,313.7,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,52.328003,4.722944,-1.2,-4,313.9,64447,,D 1.1,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17,0.15,Display - IAS (1),20.5,45,E004 43.37,,
567.25,52.328014,4.722916,-1.2,-4,314,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567.5,52.328026,4.722886,-1.2,-4,314.1,,,D 1.2,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
567.75,52.328033,4.722854,-1.2,-4,314.1,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,52.328045,4.722821,-1.2,-4,314.2,,,D 1.2,,20.3,20.25,20.13,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17.25,0.15,Display - IAS (1),20.5,45,,,
568.25,52.328056,4.722789,-1.2,-4,314.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568.5,52.328068,4.722757,-1.2,-4,314.2,,,D 1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568.75,52.328079,4.722725,-1.2,-4,314.2,,,D 1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,52.328091,4.722692,-1.2,-4,314.2,,0,D 1.4,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,17.25,0.15,Display - IAS (1),20.5,45,,,
569.25,52.328098,4.722661,-1.2,-4,314.1,,,D 1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569.5,52.32811,4.722628,-1.2,-4,314.1,,78.5,D 1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569.75,52.328125,4.722596,-1.2,-4,314,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,52.328136,4.722564,-1.2,-4,313.9,,,D 1.2,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,17.25,0.15,Display - IAS (1),21,45,,N52 19.66,
570.25,52.328156,4.722532,-1.2,-4,313.7,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.5,52.328175,4.722499,-1.2,-4,313.5,,,D 1.2,,,,,,5.2,,,,,,,312.5,,,,,,,,,,,,,,,,,
